id,name,bic
__import__.bank_FUCJLUL1,PICTET SELECT-CALLISTO,FUCJLUL1
__import__.bank_FUACLUL1,PICTET-ABSOLUTE RETURN GLOBAL CONSERVATIVE,FUACLUL1
__import__.bank_FUDBLUL1,PICTET-ABSOLUTE RETURN GLOBAL DIVERSIFIED,FUDBLUL1
__import__.bank_FUAELUL1,PICTET-AGRICULTURE,FUAELUL1
__import__.bank_FUALLUL1,PICTET-ASIAN EQUITIES EX JAPAN,FUALLUL1
__import__.bank_FUAMLUL1,PICTET-ASIAN LOCAL CURRENCY DEBT,FUAMLUL1
__import__.bank_FUANLUL1,PICTET-BIOTECH,FUANLUL1
__import__.bank_FUAOLUL1,PICTET-BRAZIL INDEX,FUAOLUL1
__import__.bank_FUAPLUL1,PICTET-CHF BONDS,FUAPLUL1
__import__.bank_FUAQLUL1,PICTET-CHINA INDEX,FUAQLUL1
__import__.bank_FUARLUL1,PICTET-CLEAN ENERGY,FUARLUL1
__import__.bank_FUBCLUL1,PICTET-EASTERN EUROPE,FUBCLUL1
__import__.bank_FUBDLUL1,PICTET-EMERGING CORPORATE BONDS,FUBDLUL1
__import__.bank_FUBELUL1,PICTET-EMERGING LOCAL CURRENCY DEBT,FUBELUL1
__import__.bank_FUBFLUL1,PICTET-EMERGING MARKETS,FUBFLUL1
__import__.bank_FUBGLUL1,PICTET-EMERGING MARKETS HIGH DIVIDEND,FUBGLUL1
__import__.bank_FUBHLUL1,PICTET-EMERGING MARKETS INDEX,FUBHLUL1
__import__.bank_FUBILUL1,PICTET-EMERGING MARKETS SUSTAINABLE EQUITIES,FUBILUL1
__import__.bank_FUBJLUL1,PICTET-ENVIRONMENTAL MEGATREND SELECTION,FUBJLUL1
__import__.bank_FUATLUL1,PICTET-EUR BONDS,FUATLUL1
__import__.bank_FUAVLUL1,PICTET-EUR CORPORATE BONDS,FUAVLUL1
__import__.bank_FUAULUL1,PICTET-EUR CORPORATE BONDS EX FINANCIAL,FUAULUL1
__import__.bank_FUDOLUL1,PICTET-EUR CORPORATE BONDS POOL,FUDOLUL1
__import__.bank_FUAWLUL1,PICTET-EUR GOVERNMENT BONDS,FUAWLUL1
__import__.bank_FUAXLUL1,PICTET-EUR HIGH YIELD,FUAXLUL1
__import__.bank_FUAYLUL1,PICTET-EUR INFLATION LINKED BONDS,FUAYLUL1
__import__.bank_FUAZLUL1,PICTET-EUR SHORT MID-TERM BONDS,FUAZLUL1
__import__.bank_FUBALUL1,PICTET-EUR SHORT TERM CORPORATE BONDS,FUBALUL1
__import__.bank_FUDELUL1,PICTET-EUR SHORT TERM HIGH YIELD,FUDELUL1
__import__.bank_FUDFLUL1,PICTET-EUROLAND INDEX,FUDFLUL1
__import__.bank_FUBLLUL1,PICTET-EUROPEAN EQUITY SELECTION,FUBLLUL1
__import__.bank_FUBMLUL1,PICTET-EUROPEAN SUSTAINABLE EQUITIES,FUBMLUL1
__import__.bank_FUBNLUL1,PICTET-GENERICS,FUBNLUL1
__import__.bank_FUBOLUL1,PICTET-GLOBAL BONDS FUNDAMENTAL,FUBOLUL1
__import__.bank_FUBPLUL1,PICTET-GLOBAL EMERGING CURRENCIES,FUBPLUL1
__import__.bank_FUBQLUL1,PICTET-GLOBAL EMERGING DEBT,FUBQLUL1
__import__.bank_FUBRLUL1,PICTET-GLOBAL MEGATREND SELECTION,FUBRLUL1
__import__.bank_FUDGLUL1,PICTET-GREATER CHINA,FUDGLUL1
__import__.bank_FUBTLUL1,PICTET-HIGH DIVIDEND SELECTION,FUBTLUL1
__import__.bank_FUBULUL1,PICTET-INDIA INDEX,FUBULUL1
__import__.bank_FUBVLUL1,PICTET-INDIAN EQUITIES,FUBVLUL1
__import__.bank_FUBWLUL1,PICTET-JAPAN INDEX,FUBWLUL1
__import__.bank_FUBXLUL1,PICTET-JAPANESE EQUITY OPPORTUNITIES,FUBXLUL1
__import__.bank_FUBYLUL1,PICTET-JAPANESE EQUITY SELECTION,FUBYLUL1
__import__.bank_FUBZLUL1,PICTET-LATAM INDEX,FUBZLUL1
__import__.bank_FUCALUL1,PICTET-LATIN AMERICAN LOCAL CURRENCY DEBT,FUCALUL1
__import__.bank_FUCBLUL1,PICTET-MULTI ASSET GLOBAL OPPORTUNITIES,FUCBLUL1
__import__.bank_FUDHLUL1,PICTET-PACIFIC EX JAPAN INDEX,FUDHLUL1
__import__.bank_FUCDLUL1,PICTET-PICLIFE,FUCDLUL1
__import__.bank_FUDILUL1,PICTET-PREMIUM BRANDS,FUDILUL1
__import__.bank_FUCFLUL1,PICTET-QUALITY GLOBAL EQUITIES,FUCFLUL1
__import__.bank_FUCGLUL1,PICTET-RUSSIA INDEX,FUCGLUL1
__import__.bank_FUCHLUL1,PICTET-RUSSIAN EQUITIES,FUCHLUL1
__import__.bank_FUCILUL1,PICTET-SECURITY,FUCILUL1
__import__.bank_FUDJLUL1,PICTET-SHORT-TERM MONEY MARKET,FUDJLUL1
__import__.bank_FUCLLUL1,PICTET-SMALL CAP EUROPE,FUCLLUL1
__import__.bank_FUCMLUL1,PICTET-SOVEREIGN SHORT -TERM MONEY MARKET EUR,FUCMLUL1
__import__.bank_FUCNLUL1,PICTET-TIMBER,FUCNLUL1
__import__.bank_FUDMLUL1,PICTET-US EQUITY GROWTH SELECTION,FUDMLUL1
__import__.bank_FUDNLUL1,PICTET-US EQUITY VALUE SELECTION,FUDNLUL1
__import__.bank_FUCTLUL1,PICTET-US HIGH YIELD,FUCTLUL1
__import__.bank_FUCULUL1,PICTET-USA INDEX,FUCULUL1
__import__.bank_FUCVLUL1,PICTET-USD GOVERNMENT BONDS,FUCVLUL1
__import__.bank_FUCWLUL1,PICTET-USD SHORT MID-TERM BONDS,FUCWLUL1
__import__.bank_FUCXLUL1,PICTET-WATER,FUCXLUL1
__import__.bank_FUCYLUL1,PICTET-WORLD GOVERNMENT BONDS,FUCYLUL1
__import__.bank_FUDQLUL1,POOL CHINESE EQUITIES LONG SHORT (USD),FUDQLUL1
__import__.bank_FUDPLUL1,POOL EUROPE EQUITIES STRATEGIES,FUDPLUL1
__import__.bank_PREBLUL1,PREBON YAMANE (LUXEMBOURG) S.A.,PREBLUL1
__import__.bank_PIBKLUL1,PRUDENTIAL-BACHE INTERNATIONAL BANK LTD.,PIBKLUL1
__import__.bank_FUDKLUL1,PTR-BANYAN,FUDKLUL1
__import__.bank_FUDLLUL1,PTR-CORTO EUROPE,FUDLLUL1
__import__.bank_FUCQLUL1,PTR-KOSMOS,FUCQLUL1
__import__.bank_PUCALUL1,PURE CAPITAL S.A,PUCALUL1
__import__.bank_DGNZLUL1,RAIFFEISEN-KOEPENICKER-BANK EG NIEDERLASSUNG LUXEMBURG,DGNZLUL1
__import__.bank_RAPSLUL1,RAKUTEN PAYMENTS SERVICES SA,RAPSLUL1
__import__.bank_RAVALULL,RAVAGO S.A.,RAVALULL
__import__.bank_FETALULLBRA,RBC INVESTOR SERVICES BANK S.A.,FETALULLBRA
__import__.bank_FETALULLDIS,RBC INVESTOR SERVICES BANK S.A.,FETALULLDIS
__import__.bank_FETALULLISV,RBC INVESTOR SERVICES BANK S.A.,FETALULLISV
__import__.bank_FETALULLSHS,RBC INVESTOR SERVICES BANK S.A.,FETALULLSHS
__import__.bank_FETALULL,RBC INVESTOR SERVICES BANK S.A.,FETALULL
__import__.bank_FETALULLBEL,RBC INVESTOR SERVICES BANK S.A.,FETALULLBEL
__import__.bank_RCBLLULL,RCB BANK LTD,RCBLLULL
__import__.bank_RTLGLULL,RTL GROUP SA,RTLGLULL
__import__.bank_SDETLUL1,S.D.E.T. ADVISORS S.A.,SDETLUL1
__import__.bank_SCIMLULL,SCHRODER INVESTMENT MANAGEMENT (LUXEMBOURG) S.A.,SCIMLULL
__import__.bank_SCVFLUL1,SCHUMANN-LA VEDRINE FINANCE S.A.,SCVFLUL1
__import__.bank_SEVALUL1,SELECTRA INVESTMENTS SICAV,SEVALUL1
__import__.bank_ISUULUL1,SG ISSUER,ISUULUL1
__import__.bank_SSBFLULL,SGBT ASSET BASED FUNDING S.A.,SSBFLULL
__import__.bank_SGCRLULL,SGBT CREDIT INTERNATIONAL,SGCRLULL
__import__.bank_SKIELUL1,SKANDIA INVEST,SKIELUL1
__import__.bank_ESSELULL,SKANDINAVISKA ENSKILDA BANKEN S.A.,ESSELULL
__import__.bank_NIKOLULL,SMBC NIKKO BANK (LUXEMBOURG) S.A.,NIKOLULL
__import__.bank_SMFILUL1,SMS FINANCE SA,SMFILUL1
__import__.bank_BSBDLUL1,SOCIETE BUSINESS SOLUTIONS BUILDERS,BSBDLUL1
__import__.bank_SGABLU22,SOCIETE GENERALE BANK AND TRUST S.A,SGABLU22
__import__.bank_SGABLULLMOF,SOCIETE GENERALE BANK AND TRUST S.A.,SGABLULLMOF
__import__.bank_SGABLULL,SOCIETE GENERALE BANK AND TRUST S.A.,SGABLULL
__import__.bank_SGABLULLTAS,SOCIETE GENERALE BANK AND TRUST S.A.,SGABLULLTAS
__import__.bank_SGMFLULL,SOCIETE GENERALE CAPITAL MARKET FINANCE S.A.,SGMFLULL
__import__.bank_SGDILULL,SOCIETE GENERALE FINANCING AND DISTRIBUTION FINANCIAL DEPARTMENT,SGDILULL
__import__.bank_SNCILUL1,SOCIETE NATIONALE DE CREDIT ET D'INVESTISSEMENT,SNCILUL1
__import__.bank_TINSLUL1,SOCIETE TARGET INTERNATIONAL S.A.,TINSLUL1
__import__.bank_SOLULUL1,SOGEN FINANCE LUXEMBOURG S.A.,SOLULUL1
__import__.bank_SOLULUL1,SOGEN FINANCE LUXEMBOURG S.A.,SOLULUL1
__import__.bank_SINVLULL,SPARINVEST S.A.,SINVLULL
__import__.bank_SPLRLUL1,SPLITART,SPLRLUL1
__import__.bank_GLOPLUL1,SS AND C GLOBEOP (LUXEMBOURG) S.A.R.L,GLOPLUL1
__import__.bank_SBOSLULXLFA,STATE STREET BANK GMBH LUXEMBOURG BRANCH,SBOSLULXLFA
__import__.bank_SBOSLULXSHA,STATE STREET BANK GMBH LUXEMBOURG BRANCH,SBOSLULXSHA
__import__.bank_SBOSLULX,STATE STREET BANK GMBH LUXEMBOURG BRANCH,SBOSLULX
__import__.bank_SPLBLUL1,STATE STREET BANK LUXEMBOURG S.A. (FORMERLY SANPAOLO BANK S.A.),SPLBLUL1
__import__.bank_STZLLUS1,STEVENS ZIMMER AND LAWAISSE,STZLLUS1
__import__.bank_STBCLULL,SUMITOMO MITSUI TRUST BANK (LUXEMBOURG) S.A.,STBCLULL
__import__.bank_SUXKLUL1,SUXESKEY S.A.,SUXKLUL1
__import__.bank_HANDLULB,SVENSKA HANDELSBANKEN AB(PUBL)LUX,HANDLULB
__import__.bank_SLLULULLAMC,SWISS LIFE (LUXEMBOURG) S.A.,SLLULULLAMC
__import__.bank_SLLULULLCLI,SWISS LIFE (LUXEMBOURG) S.A.,SLLULULLCLI
__import__.bank_SLLULULLACC,SWISS LIFE (LUXEMBOURG) S.A.,SLLULULLACC
__import__.bank_SLLULULL,SWISS LIFE (LUXEMBOURG) S.A.,SLLULULL
__import__.bank_TDWLLULL,TD BANK INTERNATIONAL S.A.,TDWLLULL
__import__.bank_WIDDLUL1,TE WIND S.A.,WIDDLUL1
__import__.bank_TDLSLUL1,TECH DATA LUXEMBOURG SARL,TDLSLUL1
__import__.bank_TLICLULL,TELECOM ITALIA CAPITAL SA,TLICLULL
__import__.bank_TIFLLULL,TELECOM ITALIA FINANCE SA,TIFLLULL
__import__.bank_TGSSLUL1,TEMPLETON GLOBAL STRATEGIC SERVICES S.A.,TGSSLUL1
__import__.bank_SGWLLULX,THE BANK OF NEW YORK MELLON (INTERNATIONAL) LTD LUXEMBOURG BRANCH,SGWLLULX
__import__.bank_IRVTLULXGTS,THE BANK OF NEW YORK MELLON (LUXEMBOURG) SA LUXEMBOURG,IRVTLULXGTS
__import__.bank_IRVTLULXLTA,THE BANK OF NEW YORK MELLON (LUXEMBOURG) SA LUXEMBOURG,IRVTLULXLTA
__import__.bank_IRVTLULX,THE BANK OF NEW YORK MELLON (LUXEMBOURG) SA LUXEMBOURG,IRVTLULX
__import__.bank_BNYMLUL1,THE BANK OF NEW YORK MELLON SA/NV LUXEMBOURG BRANCH,BNYMLUL1
__import__.bank_ABNALULL,THE ROYAL BANK OF SCOTLAND PLC LUXEMBOURG,ABNALULL
__import__.bank_THIFLUL1,THREADNEEDLE INTERNATIONAL FUND MANAGEMENT S.A.,THIFLUL1
__import__.bank_TILULUL1,TRADITION S.A. (LAUSANNE) (SUCCURSALE DE LUXEMBOURG),TILULUL1
__import__.bank_TGEXLUL1,TRIAX GLOBAL EXCHANGE GROUPE S.A.,TGEXLUL1
__import__.bank_TGBALULL,TURKIYE GARANTI BANKASI AS LUXEMBOURG BRANCH,TGBALULL
__import__.bank_CABILULL,UBI BANCA INTERNATIONAL S.A.,CABILULL
__import__.bank_UBSFLULL,UBS FUND SERVICES (LUXEMBOURG) S.A.,UBSFLULL
__import__.bank_UBSWLULLFSL,UBS LUXEMBOURG S.A.,UBSWLULLFSL
__import__.bank_UBSWLULL,UBS LUXEMBOURG S.A.,UBSWLULL
__import__.bank_UBSWLULLTOP,UBS LUXEMBOURG S.A.,UBSWLULLTOP
__import__.bank_UNCRLULL,UNICREDIT INTERNATIONAL BANK-LUXEMBOURG S.A.,UNCRLULL
__import__.bank_HYVELULL,UNICREDIT LUXEMBOURG S.A.,HYVELULL
__import__.bank_DBSALULLFND,UNION BANCAIRE PRIVEE (EUROPE) S.A.,DBSALULLFND
__import__.bank_DBSALULL,UNION BANCAIRE PRIVEE (EUROPE) S.A.,DBSALULL
__import__.bank_INEULUL1,UNION INVESTMENT EUROMARKETING S.A.,INEULUL1
__import__.bank_UFSLLULL,UNION INVESTMENT FINANCIAL SERVICES S.A.,UFSLLULL
__import__.bank_UEBGLUL1,UNITED EUROPEAN BANK (LUXEMBOURG) S.A.(FORMERLY UNITED OVERSEAS BANK LUXEMBOURG),UEBGLUL1
__import__.bank_LIPTLUS1,VALUEINVEST ASSET MANAGEMENT S.A.,LIPTLUS1
__import__.bank_VDTSLUL1,VAN DOORN TRUST AND SECURITIES B.V. AMSTERDAM (PAYS-BAS) SUCCURSALE DE LUXEMBOURG,VDTSLUL1
__import__.bank_VMOSLUL1,VAN MOER SANTERRE LUXEMBOURG S.A.,VMOSLUL1
__import__.bank_VIAILUL1,VICTORIA CAPITAL SA,VIAILUL1
__import__.bank_VITILUL1,VITIS LIFE S.A.,VITILUL1
__import__.bank_VOHALUL1,VOLKSBANK HANNOVER EG NIEDERLASSUNG LUXEMBURG,VOHALUL1
__import__.bank_VOFLLUL1,VOLKSWAGEN FINANCE LUXEMBURG S.A.,VOFLLUL1
__import__.bank_VOILLUL1,VOLKSWAGEN INTERNATIONAL LUXEMBURG,VOILLUL1
__import__.bank_VORSLUL1,VORSORGE LUXEMBURG LEBENSVERSICHERUNG S.A.,VORSLUL1
__import__.bank_VPBVLULL,VP BANK (LUXEMBOURG) SA,VPBVLULL
__import__.bank_VPLULULLISS,VP LUX,VPLULULLISS
__import__.bank_VPLULULL,VP LUX,VPLULULL
__import__.bank_VPLULULL001,VP LUX,VPLULULL001
__import__.bank_VPLULULL016,VP LUX,VPLULULL016
__import__.bank_VPLULULL031,VP LUX,VPLULULL031
__import__.bank_VPLULULL032,VP LUX,VPLULULL032
__import__.bank_VPLULULL033,VP LUX,VPLULULL033
__import__.bank_VPLULULL034,VP LUX,VPLULULL034
__import__.bank_VPLULULL035,VP LUX,VPLULULL035
__import__.bank_VPLULULL040,VP LUX,VPLULULL040
__import__.bank_VPLULULL041,VP LUX,VPLULULL041
__import__.bank_VPLULULL042,VP LUX,VPLULULL042
__import__.bank_VPLULULL043,VP LUX,VPLULULL043
__import__.bank_VPLULULL044,VP LUX,VPLULULL044
__import__.bank_VPLULULL045,VP LUX,VPLULULL045
__import__.bank_VPLULULL046,VP LUX,VPLULULL046
__import__.bank_VPLULULL046,VP LUX,VPLULULL046
__import__.bank_VPLULULL048,VP LUX,VPLULULL048
__import__.bank_VPLULULL049,VP LUX,VPLULULL049
__import__.bank_VPLULULL050,VP LUX,VPLULULL050
__import__.bank_VPLULULL051,VP LUX,VPLULULL051
__import__.bank_VPLULULL052,VP LUX,VPLULULL052
__import__.bank_VPLULULL053,VP LUX,VPLULULL053
__import__.bank_VPLULULL054,VP LUX,VPLULULL054
__import__.bank_VPLULULL055,VP LUX,VPLULULL055
__import__.bank_VPLULULL056,VP LUX,VPLULULL056
__import__.bank_VPLULULL057,VP LUX,VPLULULL057
__import__.bank_VPLULULL058,VP LUX,VPLULULL058
__import__.bank_VPLULULL059,VP LUX,VPLULULL059
__import__.bank_VPLULULL101,VP LUX,VPLULULL101
__import__.bank_VPLULULL102,VP LUX,VPLULULL102
__import__.bank_VPLULULL103,VP LUX,VPLULULL103
__import__.bank_VPLULULL104,VP LUX,VPLULULL104
__import__.bank_VPLULULL105,VP LUX,VPLULULL105
__import__.bank_VPLULULL106,VP LUX,VPLULULL106
__import__.bank_VPLULULL107,VP LUX,VPLULULL107
__import__.bank_VPLULULL108,VP LUX,VPLULULL108
__import__.bank_VPLULULL109,VP LUX,VPLULULL109
__import__.bank_VPLULULL110,VP LUX,VPLULULL110
__import__.bank_VPLULULL111,VP LUX,VPLULULL111
__import__.bank_VPLULULL112,VP LUX,VPLULULL112
__import__.bank_VPLULULL113,VP LUX,VPLULULL113
__import__.bank_VPLULULL114,VP LUX,VPLULULL114
__import__.bank_VPLULULL115,VP LUX,VPLULULL115
__import__.bank_VPLULULL500,VP LUX,VPLULULL500
__import__.bank_VPLULULL501,VP LUX,VPLULULL501
__import__.bank_VPLULULL502,VP LUX,VPLULULL502
__import__.bank_VPLULULL503,VP LUX,VPLULULL503
__import__.bank_VPLULULL504,VP LUX,VPLULULL504
__import__.bank_VPLULULL505,VP LUX,VPLULULL505
__import__.bank_VPLULULL506,VP LUX,VPLULULL506
__import__.bank_VPLULULL507,VP LUX,VPLULULL507
__import__.bank_VPLULULL508,VP LUX,VPLULULL508
__import__.bank_VPLULULL509,VP LUX,VPLULULL509
__import__.bank_VPLULULL510,VP LUX,VPLULULL510
__import__.bank_VPLULULL600,VP LUX,VPLULULL600
__import__.bank_VPLULULL700,VP LUX,VPLULULL700
__import__.bank_VPLULULL800,VP LUX,VPLULULL800
__import__.bank_VPLULULLDVP,VP LUX,VPLULULLDVP
__import__.bank_VPLULULLMIG,VP LUX,VPLULULLMIG
__import__.bank_VCSOLUL1,VRWAY COMMUNICATION SA,VCSOLUL1
__import__.bank_WAHILUL1,WARMOES HIRTZ S.A.,WAHILUL1
__import__.bank_ZAGLLUL1,ZADIG GESTION (LUXEMBOURG) SA,ZAGLLUL1
__import__.bank_ZURILULL,ZURICH EUROLIFE S.A.,ZURILULL
__import__.bank_ZURILULLZIL,ZURICH EUROLIFE S.A.,ZURILULLZIL
__import__.bank_ABNANL2A,ABNANL2A,ABNANL2A
__import__.bank_AGBACZPP,AGBACZPP,AGBACZPP
__import__.bank_AGRIFRPP802,AGRIFRPP802,AGRIFRPP802
__import__.bank_AGRIFRPP822,AGRIFRPP822,AGRIFRPP822
__import__.bank_AGRIFRPP844,AGRIFRPP844,AGRIFRPP844
__import__.bank_AGRIFRPP847,AGRIFRPP847,AGRIFRPP847
__import__.bank_AGRIFRPP861,AGRIFRPP861,AGRIFRPP861
__import__.bank_AGRIFRPP867,AGRIFRPP867,AGRIFRPP867
__import__.bank_AGRIFRPP869,AGRIFRPP869,AGRIFRPP869
__import__.bank_AGRIFRPP878,AGRIFRPP878,AGRIFRPP878
__import__.bank_AGRIFRPP895,AGRIFRPP895,AGRIFRPP895
__import__.bank_BACRIT21013,BACRIT21013,BACRIT21013
__import__.bank_BARCGB22,BARCGB22,BARCGB22
__import__.bank_BCVLCH2LXXX,BCVLCH2LXXX,BCVLCH2LXXX
__import__.bank_BDCHBE22,BDCHBE22,BDCHBE22
__import__.bank_BKCPBEB1BKB,BKCPBEB1BKB,BKCPBEB1BKB
__import__.bank_BLOPIT22,BLOPIT22,BLOPIT22
__import__.bank_BNPAFRPPLPD,BNPAFRPPLPD,BNPAFRPPLPD
__import__.bank_BNPAFRPPMAS,BNPAFRPPMAS,BNPAFRPPMAS
__import__.bank_BNPAFRPPPAU,BNPAFRPPPAU,BNPAFRPPPAU
__import__.bank_BNPAFRPPSTR,BNPAFRPPSTR,BNPAFRPPSTR
__import__.bank_BNPAFRPPVLE,BNPAFRPPVLE,BNPAFRPPVLE
__import__.bank_BNPAFRPPVRS,BNPAFRPPVRS,BNPAFRPPVRS
__import__.bank_BNPAGB22,BNPAGB22,BNPAGB22
__import__.bank_BNPANL2A,BNPANL2A,BNPANL2A
__import__.bank_BOFIIE2D,BOFIIE2D,BOFIIE2D
__import__.bank_BOFSGB21260,BOFSGB21260,BOFSGB21260
__import__.bank_BOTKNL2X,BOTKNL2X,BOTKNL2X
__import__.bank_BOUSFRPP,BOUSFRPP,BOUSFRPP
__import__.bank_BREXPLPWMUL,BREXPLPWMUL,BREXPLPWMUL
__import__.bank_BSPFFRPP,BSPFFRPP,BSPFFRPP
__import__.bank_BYLADEM1COB,BYLADEM1COB,BYLADEM1COB
__import__.bank_BYLADEM1EGF,BYLADEM1EGF,BYLADEM1EGF
__import__.bank_BYLADEM1NEA,BYLADEM1NEA,BYLADEM1NEA
__import__.bank_CCBPFRPPBDX,CCBPFRPPBDX,CCBPFRPPBDX
__import__.bank_CCBPFRPPCFD,CCBPFRPPCFD,CCBPFRPPCFD
__import__.bank_CCBPFRPPLYO,CCBPFRPPLYO,CCBPFRPPLYO
__import__.bank_CCBPFRPPMTG,CCBPFRPPMTG,CCBPFRPPMTG
__import__.bank_CCBPFRPPMTZ,CCBPFRPPMTZ,CCBPFRPPMTZ
__import__.bank_CCBPFRPPNAN,CCBPFRPPNAN,CCBPFRPPNAN
__import__.bank_CCBPFRPPPPG,CCBPFRPPPPG,CCBPFRPPPPG
__import__.bank_CCBPFRPPREN,CCBPFRPPREN,CCBPFRPPREN
__import__.bank_CCBPFRPPVER,CCBPFRPPVER,CCBPFRPPVER
__import__.bank_CCFRFRPP,CCFRFRPP,CCFRFRPP
__import__.bank_CECRIT2C,CECRIT2C,CECRIT2C
__import__.bank_CEPAFRPP450,CEPAFRPP450,CEPAFRPP450
__import__.bank_CITIBEBXXXX,CITIBEBXXXX,CITIBEBXXXX
__import__.bank_CITIGB2L,CITIGB2L,CITIGB2L
__import__.bank_CMBRFR2BCME,CMBRFR2BCME,CMBRFR2BCME
__import__.bank_CMBRFR2BXXX,CMBRFR2BXXX,CMBRFR2BXXX
__import__.bank_CMCIFR2A,CMCIFR2A,CMCIFR2A
__import__.bank_CMCIFRPP,CMCIFRPP,CMCIFRPP
__import__.bank_COBADEFF,COBADEFF,COBADEFF
__import__.bank_COBADEFF210,COBADEFF210,COBADEFF210
__import__.bank_COBADEFF356,COBADEFF356,COBADEFF356
__import__.bank_COBADEFF520,COBADEFF520,COBADEFF520
__import__.bank_COBAFRPX,COBAFRPX,COBAFRPX
__import__.bank_COLSDE33,COLSDE33,COLSDE33
__import__.bank_CRLYFRPP,CRLYFRPP,CRLYFRPP
__import__.bank_DEUTDEDB653,DEUTDEDB653,DEUTDEDB653
__import__.bank_DEUTDEDB760,DEUTDEDB760,DEUTDEDB760
__import__.bank_DEUTDEDW342,DEUTDEDW342,DEUTDEDW342
__import__.bank_DEUTDEFF505,DEUTDEFF505,DEUTDEFF505
__import__.bank_DEUTDEFFXXX,DEUTDEFFXXX,DEUTDEFFXXX
__import__.bank_DEUTDESS603,DEUTDESS603,DEUTDESS603
__import__.bank_DEUTDESS653,DEUTDESS653,DEUTDESS653
__import__.bank_DEUTFRPP,DEUTFRPP,DEUTFRPP
__import__.bank_DEUTNL2AXXX,DEUTNL2AXXX,DEUTNL2AXXX
__import__.bank_DORTDE33,DORTDE33,DORTDE33
__import__.bank_DRESDEFF265,DRESDEFF265,DRESDEFF265
__import__.bank_DRESDEFF508,DRESDEFF508,DRESDEFF508
__import__.bank_DRESDEFF510,DRESDEFF510,DRESDEFF510
__import__.bank_DRESDEFF643,DRESDEFF643,DRESDEFF643
__import__.bank_DRESDEFF692,DRESDEFF692,DRESDEFF692
__import__.bank_FACFFRPPXXX,FACFFRPPXXX,FACFFRPPXXX
__import__.bank_FIOBCZPPXXX,FIOBCZPPXXX,FIOBCZPPXXX
__import__.bank_GENODE51DRE,GENODE51DRE,GENODE51DRE
__import__.bank_GENODE51MIC,GENODE51MIC,GENODE51MIC
__import__.bank_GENODEF1TAV,GENODEF1TAV,GENODEF1TAV
__import__.bank_GENODEM1DST,GENODEM1DST,GENODEM1DST
__import__.bank_GOPSDE6GXXX,GOPSDE6GXXX,GOPSDE6GXXX
__import__.bank_HBUKGB4144A,HBUKGB4144A,HBUKGB4144A
__import__.bank_HSBCNL2A,HSBCNL2A,HSBCNL2A
__import__.bank_HYVEDEMM,HYVEDEMM,HYVEDEMM
__import__.bank_HYVEDEMMXXX,HYVEDEMMXXX,HYVEDEMMXXX
__import__.bank_INGBNL2A,INGBNL2A,INGBNL2A
__import__.bank_LOYDGB21021,LOYDGB21021,LOYDGB21021
__import__.bank_LOYDGB21603,LOYDGB21603,LOYDGB21603
__import__.bank_MIDLGB2116U,MIDLGB2116U,MIDLGB2116U
__import__.bank_MIDLGB2144N,MIDLGB2144N,MIDLGB2144N
__import__.bank_MIDLGB22,MIDLGB22,MIDLGB22
__import__.bank_MKKBHUHB,MKKBHUHB,MKKBHUHB
__import__.bank_NDEADKKK,NDEADKKK,NDEADKKK
__import__.bank_NDEASESS,NDEASESS,NDEASESS
__import__.bank_NOLADE21ROS,NOLADE21ROS,NOLADE21ROS
__import__.bank_NOLADE21SHO,NOLADE21SHO,NOLADE21SHO
__import__.bank_NORDFRPP,NORDFRPP,NORDFRPP
__import__.bank_NWBKGB2L,NWBKGB2L,NWBKGB2L
__import__.bank_OTPVHUHB,OTPVHUHB,OTPVHUHB
__import__.bank_PASCITM1083,PASCITM1083,PASCITM1083
__import__.bank_PASCITM1R11,PASCITM1R11,PASCITM1R11
__import__.bank_PBNKDEFF,PBNKDEFF,PBNKDEFF
__import__.bank_PSSTFRPPPAR,PSSTFRPPPAR,PSSTFRPPPAR
__import__.bank_PSSTFRPPROU,PSSTFRPPROU,PSSTFRPPROU
__import__.bank_RABONL2U,RABONL2U,RABONL2U
__import__.bank_RAIFCH22,RAIFCH22,RAIFCH22
__import__.bank_RBOSGB2L,RBOSGB2L,RBOSGB2L
__import__.bank_RVVGAT2B429,RVVGAT2B429,RVVGAT2B429
__import__.bank_RZBHHR2X,RZBHHR2X,RZBHHR2X
__import__.bank_SARCIT2S,SARCIT2S,SARCIT2S
__import__.bank_SOGEFRPP,SOGEFRPP,SOGEFRPP
__import__.bank_SOLADES1LBG,SOLADES1LBG,SOLADES1LBG
__import__.bank_SOLADES1TUT,SOLADES1TUT,SOLADES1TUT
__import__.bank_SOLADES1WBN,SOLADES1WBN,SOLADES1WBN
__import__.bank_SOLSDE33,SOLSDE33,SOLSDE33
__import__.bank_SPKHDE2HXXX,SPKHDE2HXXX,SPKHDE2HXXX
__import__.bank_SPNGAT21XXX,SPNGAT21XXX,SPNGAT21XXX
__import__.bank_SWEDSESS,SWEDSESS,SWEDSESS
__import__.bank_UNCRITB1Q45,UNCRITB1Q45,UNCRITB1Q45
__import__.bank_UNCRITM1PN9,UNCRITM1PN9,UNCRITM1PN9
__import__.bank_UNCRITMM,UNCRITMM,UNCRITMM
__import__.bank_VEBHIT2M,VEBHIT2M,VEBHIT2M
__import__.bank_VOHADE2HXXX,VOHADE2HXXX,VOHADE2HXXX
