id,bin_location_id/id,product_id/id,location_id/id
__import__.product_stock_bin_7196704,__import__.location_loc_AC13B2,__import__.product_7196704_product_template,stock.stock_location_stock
__import__.product_stock_bin_5164509,__import__.location_loc_AC13B3,__import__.product_5164509_product_template,stock.stock_location_stock
__import__.product_stock_bin_5829189,__import__.location_loc_AC13B4,__import__.product_5829189_product_template,stock.stock_location_stock
__import__.product_stock_bin_2923670,__import__.location_loc_AC14A1,__import__.product_2923670_product_template,stock.stock_location_stock
__import__.product_stock_bin_4008034,__import__.location_loc_AC14A2,__import__.product_4008034_product_template,stock.stock_location_stock
__import__.product_stock_bin_5821811,__import__.location_loc_AC14A3,__import__.product_5821811_product_template,stock.stock_location_stock
__import__.product_stock_bin_1231208,__import__.location_loc_AC14A4,__import__.product_1231208_product_template,stock.stock_location_stock
__import__.product_stock_bin_5810183,__import__.location_loc_AC14B1,__import__.product_5810183_product_template,stock.stock_location_stock
__import__.product_stock_bin_2915437,__import__.location_loc_AC14B2,__import__.product_2915437_product_template,stock.stock_location_stock
__import__.product_stock_bin_5828690,__import__.location_loc_AC14B3,__import__.product_5828690_product_template,stock.stock_location_stock
__import__.product_stock_bin_4008021,__import__.location_loc_AC14B4,__import__.product_4008021_product_template,stock.stock_location_stock
__import__.product_stock_bin_3265212,__import__.location_loc_AC14B5,__import__.product_3265212_product_template,stock.stock_location_stock
__import__.product_stock_bin_4952070,__import__.location_loc_AC14B6,__import__.product_4952070_product_template,stock.stock_location_stock
__import__.product_stock_bin_5221084,__import__.location_loc_AD01A0,__import__.product_5221084_product_template,stock.stock_location_stock
__import__.product_stock_bin_3563103,__import__.location_loc_AD01A1,__import__.product_3563103_product_template,stock.stock_location_stock
__import__.product_stock_bin_4220152,__import__.location_loc_AD01A2,__import__.product_4220152_product_template,stock.stock_location_stock
__import__.product_stock_bin_3562931,__import__.location_loc_AD01A3,__import__.product_3562931_product_template,stock.stock_location_stock
