id,name,bin_checksum_1,location_id/id,kind,zone,corridor,shelf,height,box
__import__.location_loc_QCA310,QCA310,33,__import__.location_family_Q,bin,Q,C,A,3,10
__import__.location_loc_AB11A1,AB11A1,03,__import__.location_family_A,bin,A,B,11,A,1
__import__.location_loc_AB16B2,AB16B2,97,__import__.location_family_A,bin,A,B,16,B,2
__import__.location_loc_EXV400,EXV400,,__import__.location_family_E,bin,E,X,V,4,00
__import__.location_loc_QCD110,QCD110,89,__import__.location_family_Q,bin,Q,C,D,1,10
__import__.location_loc_QMA140,QMA140,60,__import__.location_family_Q,bin,Q,M,A,1,40
__import__.location_loc_GGH305,GGH305,75,__import__.location_family_G,bin,G,G,H,3,05
__import__.location_loc_GBT515,GBT515,52,__import__.location_family_G,bin,G,B,T,5,15
__import__.location_loc_GBX515,GBX515,37,__import__.location_family_G,bin,G,B,X,5,15
__import__.location_loc_GC24D3,GC24D3,51,__import__.location_family_G,bin,G,C,2,4,D3
__import__.location_loc_GF17B4,GF17B4,48,__import__.location_family_G,bin,G,F,1,7,B4
__import__.location_loc_QNA130,QNA130,57,__import__.location_family_Q,bin,Q,N,A,1,30
__import__.location_loc_QNA120,QNA120,12,__import__.location_family_Q,bin,Q,N,A,1,20
__import__.location_loc_GBC403,GBC403,52,__import__.location_family_G,bin,G,B,C,4,03
__import__.location_loc_AH01A1,AH01A1,10,__import__.location_family_A,bin,A,H,01,A,1
__import__.location_loc_GBA305,GBA305,26,__import__.location_family_G,bin,G,B,A,3,05
__import__.location_loc_GK13A3,GK13A3,03,__import__.location_family_G,bin,G,K,1,3,A3
__import__.location_loc_GC21C1,GC21C1,44,__import__.location_family_G,bin,G,C,2,1,C1
__import__.location_loc_GC28D1,GC28D1,67,__import__.location_family_G,bin,G,C,2,8,D1
__import__.location_loc_GI05A1,GI05A1,32,__import__.location_family_G,bin,G,I,0,5,A1
__import__.location_loc_GBA501,GBA501,84,__import__.location_family_G,bin,G,B,A,5,01
__import__.location_loc_GL14B6,GL14B6,57,__import__.location_family_G,bin,G,L,1,4,B6
__import__.location_loc_GE22B2,GE22B2,59,__import__.location_family_G,bin,G,E,2,2,B2
__import__.location_loc_QAB410,QAB410,21,__import__.location_family_Q,bin,Q,A,B,4,10
__import__.location_loc_GBK101,GBK101,14,__import__.location_family_G,bin,G,B,K,1,01
__import__.location_loc_GE24A2,GE24A2,22,__import__.location_family_G,bin,G,E,2,4,A2
__import__.location_loc_GI03B2,GI03B2,35,__import__.location_family_G,bin,G,I,0,3,B2
__import__.location_loc_GBK305,GBK305,12,__import__.location_family_G,bin,G,B,K,3,05
__import__.location_loc_GC22C2,GC22C2,34,__import__.location_family_G,bin,G,C,2,2,C2
__import__.location_loc_GC26A3,GC26A3,14,__import__.location_family_G,bin,G,C,2,6,A3
__import__.location_loc_AD01A3,AD01A3,31,__import__.location_family_A,bin,A,D,01,A,3
__import__.location_loc_GBM209,GBM209,48,__import__.location_family_G,bin,G,B,M,2,09
__import__.location_loc_GBG401,GBG401,58,__import__.location_family_G,bin,G,B,G,4,01
__import__.location_loc_GBS405,GBS405,44,__import__.location_family_G,bin,G,B,S,4,05
__import__.location_loc_GD12B3,GD12B3,40,__import__.location_family_G,bin,G,D,1,2,B3
__import__.location_loc_AC03A3,AC03A3,14,__import__.location_family_A,bin,A,C,03,A,3
__import__.location_loc_AD08A1,AD08A1,66,__import__.location_family_A,bin,A,D,08,A,1
__import__.location_loc_AHE110,AHE110,66,__import__.location_family_A,bin,A,H,E1,1,0
__import__.location_loc_GBO202,GBO202,89,__import__.location_family_G,bin,G,B,O,2,02
__import__.location_loc_AE05A4,AE05A4,36,__import__.location_family_A,bin,A,E,05,A,4
__import__.location_loc_AA09A3,AA09A3,25,__import__.location_family_A,bin,A,A,09,A,3
__import__.location_loc_AA01A3,AA01A3,39,__import__.location_family_A,bin,A,A,01,A,3
__import__.location_loc_AEA140,AEA140,39,__import__.location_family_A,bin,A,E,A1,4,0
__import__.location_loc_GBD309,GBD309,82,__import__.location_family_G,bin,G,B,D,3,09
__import__.location_loc_GL07A2,GL07A2,30,__import__.location_family_G,bin,G,L,0,7,A2
__import__.location_loc_QAB210,QAB210,76,__import__.location_family_Q,bin,Q,A,B,2,10
__import__.location_loc_EXV300,EXV300,,__import__.location_family_E,bin,E,X,V,3,00
__import__.location_loc_GAK210,GAK210,62,__import__.location_family_G,bin,G,A,K,2,10
__import__.location_loc_AB13A2,AB13A2,34,__import__.location_family_A,bin,A,B,13,A,2
__import__.location_loc_AFE110,AFE110,34,__import__.location_family_A,bin,A,F,E1,1,0
__import__.location_loc_AC10B1,AC10B1,17,__import__.location_family_A,bin,A,C,10,B,1
__import__.location_loc_ADE140,ADE140,17,__import__.location_family_A,bin,A,D,E1,4,0
__import__.location_loc_AD18B5,AD18B5,06,__import__.location_family_A,bin,A,D,18,B,5
__import__.location_loc_GBV404,GBV404,01,__import__.location_family_G,bin,G,B,V,4,04
__import__.location_loc_GGH108,GGH108,23,__import__.location_family_G,bin,G,G,H,1,08
__import__.location_loc_AC13B2,AC13B2,04,__import__.location_family_A,bin,A,C,13,B,2
__import__.location_loc_GC13G8,GC13G8,69,__import__.location_family_G,bin,G,C,1,3,G8
__import__.location_loc_GGE501,GGE501,83,__import__.location_family_G,bin,G,G,E,5,01
__import__.location_loc_AD15A1,AD15A1,80,__import__.location_family_A,bin,A,D,15,A,1
__import__.location_loc_AD11B5,AD11B5,49,__import__.location_family_A,bin,A,D,11,B,5
__import__.location_loc_AH02B6,AH02B6,18,__import__.location_family_A,bin,A,H,02,B,6
__import__.location_loc_GC15B2,GC15B2,28,__import__.location_family_G,bin,G,C,1,5,B2
__import__.location_loc_GBM105,GBM105,67,__import__.location_family_G,bin,G,B,M,1,05
__import__.location_loc_AD02B4,AD02B4,28,__import__.location_family_A,bin,A,D,02,B,4
__import__.location_loc_GBX509,GBX509,54,__import__.location_family_G,bin,G,B,X,5,09
__import__.location_loc_GGH507,GGH507,33,__import__.location_family_G,bin,G,G,H,5,07
__import__.location_loc_GGH509,GGH509,41,__import__.location_family_G,bin,G,G,H,5,09
__import__.location_loc_GGE101,GGE101,53,__import__.location_family_G,bin,G,G,E,1,01
__import__.location_loc_GGB401,GGB401,80,__import__.location_family_G,bin,G,G,B,4,01
__import__.location_loc_GAD515,GAD515,13,__import__.location_family_G,bin,G,A,D,5,15
__import__.location_loc_GGU103,GGU103,70,__import__.location_family_G,bin,G,G,U,1,03
__import__.location_loc_GBH201,GBH201,71,__import__.location_family_G,bin,G,B,H,2,01
__import__.location_loc_AG04B3,AG04B3,16,__import__.location_family_A,bin,A,G,04,B,3
__import__.location_loc_GBD307,GBD307,57,__import__.location_family_G,bin,G,B,D,3,07
__import__.location_loc_GBC504,GBC504,73,__import__.location_family_G,bin,G,B,C,5,04
__import__.location_loc_AI12B2,AI12B2,07,__import__.location_family_A,bin,A,I,12,B,2
__import__.location_loc_GBN104,GBN104,45,__import__.location_family_G,bin,G,B,N,1,04
__import__.location_loc_AA06B4,AA06B4,08,__import__.location_family_A,bin,A,A,06,B,4
__import__.location_loc_AA10B1,AA10B1,04,__import__.location_family_A,bin,A,A,10,B,1
__import__.location_loc_AI17C5,AI17C5,75,__import__.location_family_A,bin,A,I,17,C,5
__import__.location_loc_GGL103,GGL103,93,__import__.location_family_G,bin,G,G,L,1,03
__import__.location_loc_AK05A2,AK05A2,14,__import__.location_family_A,bin,A,K,05,A,2
__import__.location_loc_GBU103,GBU103,53,__import__.location_family_G,bin,G,B,U,1,03
__import__.location_loc_GBG113,GBG113,81,__import__.location_family_G,bin,G,B,G,1,13
__import__.location_loc_AA09A2,AA09A2,41,__import__.location_family_A,bin,A,A,09,A,2
__import__.location_loc_AFB140,AFB140,51,__import__.location_family_A,bin,A,F,B1,4,0
__import__.location_loc_GGL407,GGL407,33,__import__.location_family_G,bin,G,G,L,4,07
__import__.location_loc_GF30D9,GF30D9,76,__import__.location_family_G,bin,G,F,3,0,D9
__import__.location_loc_GGI104,GGI104,26,__import__.location_family_G,bin,G,G,I,1,04
__import__.location_loc_GF10F2,GF10F2,00,__import__.location_family_G,bin,G,F,1,0,F2
__import__.location_loc_AH03B1,AH03B1,27,__import__.location_family_A,bin,A,H,03,B,1
__import__.location_loc_AG07B1,AG07B1,38,__import__.location_family_A,bin,A,G,07,B,1
__import__.location_loc_AF07B7,AF07B7,52,__import__.location_family_A,bin,A,F,07,B,7
__import__.location_loc_GL14B4,GL14B4,77,__import__.location_family_G,bin,G,L,1,4,B4
__import__.location_loc_GF17C1,GF17C1,96,__import__.location_family_G,bin,G,F,1,7,C1
__import__.location_loc_GF11D2,GF11D2,21,__import__.location_family_G,bin,G,F,1,1,D2
__import__.location_loc_GBI104,GBI104,01,__import__.location_family_G,bin,G,B,I,1,04
__import__.location_loc_GF14C2,GF14C2,25,__import__.location_family_G,bin,G,F,1,4,C2
__import__.location_loc_AE07B2,AE07B2,61,__import__.location_family_A,bin,A,E,07,B,2
__import__.location_loc_AF10B8,AF10B8,95,__import__.location_family_A,bin,A,F,10,B,8
__import__.location_loc_AH02B7,AH02B7,28,__import__.location_family_A,bin,A,H,02,B,7
__import__.location_loc_GBV303,GBV303,61,__import__.location_family_G,bin,G,B,V,3,03
__import__.location_loc_GH07A4,GH07A4,79,__import__.location_family_G,bin,G,H,0,7,A4
__import__.location_loc_AG07B5,AG07B5,67,__import__.location_family_A,bin,A,G,07,B,5
__import__.location_loc_AB07A2,AB07A2,55,__import__.location_family_A,bin,A,B,07,A,2
__import__.location_loc_AEB120,AEB120,55,__import__.location_family_A,bin,A,E,B1,2,0
__import__.location_loc_AC12A2,AC12A2,56,__import__.location_family_A,bin,A,C,12,A,2
__import__.location_loc_AD05B5,AD05B5,40,__import__.location_family_A,bin,A,D,05,B,5
__import__.location_loc_GF14E6,GF14E6,21,__import__.location_family_G,bin,G,F,1,4,E6
__import__.location_loc_GGR606,GGR606,96,__import__.location_family_G,bin,G,G,R,6,06
__import__.location_loc_AB13B4,AB13B4,65,__import__.location_family_A,bin,A,B,13,B,4
__import__.location_loc_GGR201,GGR201,20,__import__.location_family_G,bin,G,G,R,2,01
__import__.location_loc_GGL309,GGL309,97,__import__.location_family_G,bin,G,G,L,3,09
__import__.location_loc_AF03A1,AF03A1,45,__import__.location_family_A,bin,A,F,03,A,1
__import__.location_loc_AD07B3,AD07B3,58,__import__.location_family_A,bin,A,D,07,B,3
__import__.location_loc_AD07A3,AD07A3,49,__import__.location_family_A,bin,A,D,07,A,3
__import__.location_loc_GBX115,GBX115,16,__import__.location_family_G,bin,G,B,X,1,15
__import__.location_loc_GBT309,GBT309,49,__import__.location_family_G,bin,G,B,T,3,09
__import__.location_loc_AA02A2,AA02A2,08,__import__.location_family_A,bin,A,A,02,A,2
__import__.location_loc_AD18B3,AD18B3,29,__import__.location_family_A,bin,A,D,18,B,3
__import__.location_loc_AB06A2,AB06A2,76,__import__.location_family_A,bin,A,B,06,A,2
__import__.location_loc_AF10A3,AF10A3,78,__import__.location_family_A,bin,A,F,10,A,3
__import__.location_loc_AB12A4,AB12A4,79,__import__.location_family_A,bin,A,B,12,A,4
__import__.location_loc_AC11A2,AC11A2,82,__import__.location_family_A,bin,A,C,11,A,2
__import__.location_loc_AA02A3,AA02A3,83,__import__.location_family_A,bin,A,A,02,A,3
__import__.location_loc_AA02B1,AA02B1,88,__import__.location_family_A,bin,A,A,02,B,1
__import__.location_loc_AA06A2,AA06A2,62,__import__.location_family_A,bin,A,A,06,A,2
__import__.location_loc_AC04B2,AC04B2,66,__import__.location_family_A,bin,A,C,04,B,2
__import__.location_loc_AB14A2,AB14A2,65,__import__.location_family_A,bin,A,B,14,A,2
__import__.location_loc_AA03A3,AA03A3,65,__import__.location_family_A,bin,A,A,03,A,3
__import__.location_loc_AB13B1,AB13B1,48,__import__.location_family_A,bin,A,B,13,B,1
__import__.location_loc_AB11A2,AB11A2,66,__import__.location_family_A,bin,A,B,11,A,2
__import__.location_loc_AG05A1,AG05A1,72,__import__.location_family_A,bin,A,G,05,A,1
__import__.location_loc_GGB102,GGB102,29,__import__.location_family_G,bin,G,G,B,1,02
__import__.location_loc_AE09A1,AE09A1,72,__import__.location_family_A,bin,A,E,09,A,1
__import__.location_loc_AA02B2,AA02B2,98,__import__.location_family_A,bin,A,A,02,B,2
__import__.location_loc_GGL507,GGL507,11,__import__.location_family_G,bin,G,G,L,5,07
__import__.location_loc_GBG511,GBG511,45,__import__.location_family_G,bin,G,B,G,5,11
__import__.location_loc_GD13B4,GD13B4,86,__import__.location_family_G,bin,G,D,1,3,B4
__import__.location_loc_GF14D3,GF14D3,68,__import__.location_family_G,bin,G,F,1,4,D3
__import__.location_loc_GF24F4,GF24F4,76,__import__.location_family_G,bin,G,F,2,4,F4
__import__.location_loc_AD03B6,AD03B6,19,__import__.location_family_A,bin,A,D,03,B,6
__import__.location_loc_AF04A1,AF04A1,99,__import__.location_family_A,bin,A,F,04,A,1
__import__.location_loc_AC01A3,AC01A3,05,__import__.location_family_A,bin,A,C,01,A,3
__import__.location_loc_AC14A1,AC14A1,70,__import__.location_family_A,bin,A,C,14,A,1
__import__.location_loc_GBK313,GBK313,09,__import__.location_family_G,bin,G,B,K,3,13
__import__.location_loc_AC08A1,AC08A1,15,__import__.location_family_A,bin,A,C,08,A,1
__import__.location_loc_AH06A3,AH06A3,23,__import__.location_family_A,bin,A,H,06,A,3
__import__.location_loc_AB07A1,AB07A1,25,__import__.location_family_A,bin,A,B,07,A,1
__import__.location_loc_AA10A1,AA10A1,84,__import__.location_family_A,bin,A,A,10,A,1
__import__.location_loc_AA06A3,AA06A3,65,__import__.location_family_A,bin,A,A,06,A,3
__import__.location_loc_AB14A1,AB14A1,04,__import__.location_family_A,bin,A,B,14,A,1
__import__.location_loc_AC01B2,AC01B2,04,__import__.location_family_A,bin,A,C,01,B,2
__import__.location_loc_AE07A2,AE07A2,73,__import__.location_family_A,bin,A,E,07,A,2
__import__.location_loc_AC09B3,AC09B3,01,__import__.location_family_A,bin,A,C,09,B,3
__import__.location_loc_AC11A1,AC11A1,02,__import__.location_family_A,bin,A,C,11,A,1
__import__.location_loc_AC03A1,AC03A1,03,__import__.location_family_A,bin,A,C,03,A,1
__import__.location_loc_AC03B2,AC03B2,02,__import__.location_family_A,bin,A,C,03,B,2
__import__.location_loc_AA10A2,AA10A2,12,__import__.location_family_A,bin,A,A,10,A,2
__import__.location_loc_AB12A3,AB12A3,03,__import__.location_family_A,bin,A,B,12,A,3
__import__.location_loc_AC05A3,AC05A3,45,__import__.location_family_A,bin,A,C,05,A,3
__import__.location_loc_AB16A3,AB16A3,14,__import__.location_family_A,bin,A,B,16,A,3
__import__.location_loc_AC01A1,AC01A1,32,__import__.location_family_A,bin,A,C,01,A,1
__import__.location_loc_AA05B3,AA05B3,02,__import__.location_family_A,bin,A,A,05,B,3
__import__.location_loc_AEC220,AEC220,02,__import__.location_family_A,bin,A,E,C2,2,0
__import__.location_loc_AA01A4,AA01A4,07,__import__.location_family_A,bin,A,A,01,A,4
__import__.location_loc_AFD130,AFD130,18,__import__.location_family_A,bin,A,F,D1,3,0
__import__.location_loc_AB06A3,AB06A3,43,__import__.location_family_A,bin,A,B,06,A,3
__import__.location_loc_AD14B1,AD14B1,05,__import__.location_family_A,bin,A,D,14,B,1
__import__.location_loc_AE12A2,AE12A2,43,__import__.location_family_A,bin,A,E,12,A,2
__import__.location_loc_AC10A1,AC10A1,93,__import__.location_family_A,bin,A,C,10,A,1
__import__.location_loc_AC03B4,AC03B4,24,__import__.location_family_A,bin,A,C,03,B,4
__import__.location_loc_AE04B3,AE04B3,01,__import__.location_family_A,bin,A,E,04,B,3
__import__.location_loc_AA06B2,AA06B2,09,__import__.location_family_A,bin,A,A,06,B,2
__import__.location_loc_AC01A4,AC01A4,54,__import__.location_family_A,bin,A,C,01,A,4
__import__.location_loc_AB14B2,AB14B2,82,__import__.location_family_A,bin,A,B,14,B,2
__import__.location_loc_AB13A3,AB13A3,83,__import__.location_family_A,bin,A,B,13,A,3
__import__.location_loc_AI09B2,AI09B2,02,__import__.location_family_A,bin,A,I,09,B,2
__import__.location_loc_AB16A2,AB16A2,23,__import__.location_family_A,bin,A,B,16,A,2
__import__.location_loc_AA10B3,AA10B3,03,__import__.location_family_A,bin,A,A,10,B,3
__import__.location_loc_AC14B6,AC14B6,70,__import__.location_family_A,bin,A,C,14,B,6
__import__.location_loc_GBA507,GBA507,45,__import__.location_family_G,bin,G,B,A,5,07
__import__.location_loc_AC14A3,AC14A3,11,__import__.location_family_A,bin,A,C,14,A,3
__import__.location_loc_AC10B3,AC10B3,82,__import__.location_family_A,bin,A,C,10,B,3
__import__.location_loc_AD15B5,AD15B5,83,__import__.location_family_A,bin,A,D,15,B,5
__import__.location_loc_GE12A1,GE12A1,36,__import__.location_family_G,bin,G,E,1,2,A1
__import__.location_loc_AF06B8,AF06B8,46,__import__.location_family_A,bin,A,F,06,B,8
__import__.location_loc_AA03B3,AA03B3,98,__import__.location_family_A,bin,A,A,03,B,3
__import__.location_loc_AA10A3,AA10A3,99,__import__.location_family_A,bin,A,A,10,A,3
__import__.location_loc_AD08B3,AD08B3,03,__import__.location_family_A,bin,A,D,08,B,3
__import__.location_loc_GBX213,GBX213,45,__import__.location_family_G,bin,G,B,X,2,13
__import__.location_loc_AB12B3,AB12B3,41,__import__.location_family_A,bin,A,B,12,B,3
__import__.location_loc_GBP415,GBP415,21,__import__.location_family_G,bin,G,B,P,4,15
__import__.location_loc_GF17B3,GF17B3,39,__import__.location_family_G,bin,G,F,1,7,B3
__import__.location_loc_GC08C2,GC08C2,47,__import__.location_family_G,bin,G,C,0,8,C2
__import__.location_loc_AA01B1,AA01B1,42,__import__.location_family_A,bin,A,A,01,B,1
__import__.location_loc_GGB206,GGB206,18,__import__.location_family_G,bin,G,G,B,2,06
__import__.location_loc_GGL101,GGL101,26,__import__.location_family_G,bin,G,G,L,1,01
__import__.location_loc_AD11B3,AD11B3,26,__import__.location_family_A,bin,A,D,11,B,3
__import__.location_loc_AB08A2,AB08A2,42,__import__.location_family_A,bin,A,B,08,A,2
__import__.location_loc_AC06A2,AC06A2,03,__import__.location_family_A,bin,A,C,06,A,2
__import__.location_loc_GD06E2,GD06E2,25,__import__.location_family_G,bin,G,D,0,6,E2
__import__.location_loc_AM04B9,AM04B9,42,__import__.location_family_A,bin,A,M,04,B,9
__import__.location_loc_AD04B4,AD04B4,20,__import__.location_family_A,bin,A,D,04,B,4
__import__.location_loc_AD08B1,AD08B1,61,__import__.location_family_A,bin,A,D,08,B,1
__import__.location_loc_AA10B2,AA10B2,95,__import__.location_family_A,bin,A,A,10,B,2
__import__.location_loc_AE02A2,AE02A2,03,__import__.location_family_A,bin,A,E,02,A,2
__import__.location_loc_AD11A2,AD11A2,11,__import__.location_family_A,bin,A,D,11,A,2
__import__.location_loc_AD02B1,AD02B1,29,__import__.location_family_A,bin,A,D,02,B,1
__import__.location_loc_AB12B1,AB12B1,37,__import__.location_family_A,bin,A,B,12,B,1
__import__.location_loc_AG04A4,AG04A4,45,__import__.location_family_A,bin,A,G,04,A,4
__import__.location_loc_AB14B3,AB14B3,02,__import__.location_family_A,bin,A,B,14,B,3
__import__.location_loc_AF10B4,AF10B4,28,__import__.location_family_A,bin,A,F,10,B,4
__import__.location_loc_AB11B3,AB11B3,36,__import__.location_family_A,bin,A,B,11,B,3
__import__.location_loc_AE05B3,AE05B3,93,__import__.location_family_A,bin,A,E,05,B,3
__import__.location_loc_AA09B2,AA09B2,01,__import__.location_family_A,bin,A,A,09,B,2
__import__.location_loc_AI10A6,AI10A6,19,__import__.location_family_A,bin,A,I,10,A,6
__import__.location_loc_AC10A2,AC10A2,27,__import__.location_family_A,bin,A,C,10,A,2
__import__.location_loc_AC01B3,AC01B3,43,__import__.location_family_A,bin,A,C,01,B,3
__import__.location_loc_AC06A3,AC06A3,00,__import__.location_family_A,bin,A,C,06,A,3
__import__.location_loc_AF04C2,AF04C2,26,__import__.location_family_A,bin,A,F,04,C,2
__import__.location_loc_AC09A3,AC09A3,75,__import__.location_family_A,bin,A,C,09,A,3
__import__.location_loc_AG09A5,AG09A5,91,__import__.location_family_A,bin,A,G,09,A,5
__import__.location_loc_AB12A2,AB12A2,52,__import__.location_family_A,bin,A,B,12,A,2
__import__.location_loc_AH05A2,AH05A2,74,__import__.location_family_A,bin,A,H,05,A,2
__import__.location_loc_AA04A4,AA04A4,82,__import__.location_family_A,bin,A,A,04,A,4
__import__.location_loc_AC02A4,AC02A4,24,__import__.location_family_A,bin,A,C,02,A,4
__import__.location_loc_GE11D6,GE11D6,71,__import__.location_family_G,bin,G,E,1,1,D6
__import__.location_loc_AC01B4,AC01B4,15,__import__.location_family_A,bin,A,C,01,B,4
__import__.location_loc_AIE130,AIE130,15,__import__.location_family_A,bin,A,I,E1,3,0
__import__.location_loc_GGU101,GGU101,35,__import__.location_family_G,bin,G,G,U,1,01
__import__.location_loc_GBX401,GBX401,64,__import__.location_family_G,bin,G,B,X,4,01
__import__.location_loc_GBM307,GBM307,80,__import__.location_family_G,bin,G,B,M,3,07
__import__.location_loc_AG10B7,AG10B7,59,__import__.location_family_A,bin,A,G,10,B,7
__import__.location_loc_AC12B2,AC12B2,35,__import__.location_family_A,bin,A,C,12,B,2
__import__.location_loc_AA04A2,AA04A2,81,__import__.location_family_A,bin,A,A,04,A,2
__import__.location_loc_AE05A1,AE05A1,70,__import__.location_family_A,bin,A,E,05,A,1
__import__.location_loc_GE23C2,GE23C2,89,__import__.location_family_G,bin,G,E,2,3,C2
__import__.location_loc_GF12E4,GF12E4,97,__import__.location_family_G,bin,G,F,1,2,E4
__import__.location_loc_GE21D1,GE21D1,05,__import__.location_family_G,bin,G,E,2,1,D1
__import__.location_loc_AD16B3,AD16B3,31,__import__.location_family_A,bin,A,D,16,B,3
__import__.location_loc_AF07B2,AF07B2,20,__import__.location_family_A,bin,A,F,07,B,2
__import__.location_loc_AA07A1,AA07A1,15,__import__.location_family_A,bin,A,A,07,A,1
__import__.location_loc_AC12A3,AC12A3,24,__import__.location_family_A,bin,A,C,12,A,3
__import__.location_loc_AA04A3,AA04A3,14,__import__.location_family_A,bin,A,A,04,A,3
__import__.location_loc_AEB130,AEB130,14,__import__.location_family_A,bin,A,E,B1,3,0
__import__.location_loc_AB11A3,AB11A3,14,__import__.location_family_A,bin,A,B,11,A,3
__import__.location_loc_ADD110,ADD110,14,__import__.location_family_A,bin,A,D,D1,1,0
__import__.location_loc_AB06A1,AB06A1,05,__import__.location_family_A,bin,A,B,06,A,1
__import__.location_loc_ADD140,ADD140,21,__import__.location_family_A,bin,A,D,D1,4,0
__import__.location_loc_AI13B8,AI13B8,53,__import__.location_family_A,bin,A,I,13,B,8
__import__.location_loc_GC25D4,GC25D4,13,__import__.location_family_G,bin,G,C,2,5,D4
__import__.location_loc_GE30B3,GE30B3,19,__import__.location_family_G,bin,G,E,3,0,B3
__import__.location_loc_AA01B2,AA01B2,43,__import__.location_family_A,bin,A,A,01,B,2
__import__.location_loc_AC13A1,AC13A1,44,__import__.location_family_A,bin,A,C,13,A,1
__import__.location_loc_GC31E7,GC31E7,17,__import__.location_family_G,bin,G,C,3,1,E7
__import__.location_loc_GC09E1,GC09E1,56,__import__.location_family_G,bin,G,C,0,9,E1
__import__.location_loc_GF13B1,GF13B1,01,__import__.location_family_G,bin,G,F,1,3,B1
__import__.location_loc_AB14A3,AB14A3,43,__import__.location_family_A,bin,A,B,14,A,3
__import__.location_loc_GE07G2,GE07G2,50,__import__.location_family_G,bin,G,E,0,7,G2
__import__.location_loc_GD24E3,GD24E3,57,__import__.location_family_G,bin,G,D,2,4,E3
__import__.location_loc_EOF216,EOF216,,__import__.location_family_E,bin,E,O,F,2,16
__import__.location_loc_GBK401,GBK401,56,__import__.location_family_G,bin,G,B,K,4,01
__import__.location_loc_QMA120,QMA120,19,__import__.location_family_Q,bin,Q,M,A,1,20
__import__.location_loc_QCD420,QCD420,73,__import__.location_family_Q,bin,Q,C,D,4,20
__import__.location_loc_GBG205,GBG205,48,__import__.location_family_G,bin,G,B,G,2,05
__import__.location_loc_GC06B6,GC06B6,71,__import__.location_family_G,bin,G,C,0,6,B6
__import__.location_loc_GBP503,GBP503,22,__import__.location_family_G,bin,G,B,P,5,03
__import__.location_loc_GD09A3,GD09A3,43,__import__.location_family_G,bin,G,D,0,9,A3
__import__.location_loc_GBV205,GBV205,62,__import__.location_family_G,bin,G,B,V,2,05
__import__.location_loc_GK01A4,GK01A4,31,__import__.location_family_G,bin,G,K,0,1,A4
__import__.location_loc_AD05B2,AD05B2,03,__import__.location_family_A,bin,A,D,05,B,2
__import__.location_loc_GGE401,GGE401,47,__import__.location_family_G,bin,G,G,E,4,01
__import__.location_loc_GD04A6,GD04A6,15,__import__.location_family_G,bin,G,D,0,4,A6
__import__.location_loc_GBT403,GBT403,68,__import__.location_family_G,bin,G,B,T,4,03
__import__.location_loc_GAC410,GAC410,08,__import__.location_family_G,bin,G,A,C,4,10
__import__.location_loc_GD03C3,GD03C3,89,__import__.location_family_G,bin,G,D,0,3,C3
__import__.location_loc_GD08E3,GD08E3,15,__import__.location_family_G,bin,G,D,0,8,E3
__import__.location_loc_GK02A3,GK02A3,01,__import__.location_family_G,bin,G,K,0,2,A3
__import__.location_loc_GH09B2,GH09B2,18,__import__.location_family_G,bin,G,H,0,9,B2
__import__.location_loc_GL06B2,GL06B2,36,__import__.location_family_G,bin,G,L,0,6,B2
__import__.location_loc_GH11A2,GH11A2,86,__import__.location_family_G,bin,G,H,1,1,A2
__import__.location_loc_GE26C3,GE26C3,33,__import__.location_family_G,bin,G,E,2,6,C3
__import__.location_loc_AB15A3,AB15A3,09,__import__.location_family_A,bin,A,B,15,A,3
__import__.location_loc_GD30E3,GD30E3,71,__import__.location_family_G,bin,G,D,3,0,E3
__import__.location_loc_GD09A2,GD09A2,33,__import__.location_family_G,bin,G,D,0,9,A2
__import__.location_loc_AC07A1,AC07A1,06,__import__.location_family_A,bin,A,C,07,A,1
__import__.location_loc_AI10A1,AI10A1,61,__import__.location_family_A,bin,A,I,10,A,1
__import__.location_loc_GD22A6,GD22A6,00,__import__.location_family_G,bin,G,D,2,2,A6
__import__.location_loc_AA01A2,AA01A2,65,__import__.location_family_A,bin,A,A,01,A,2
__import__.location_loc_AC14A4,AC14A4,08,__import__.location_family_A,bin,A,C,14,A,4
__import__.location_loc_GE08C3,GE08C3,95,__import__.location_family_G,bin,G,E,0,8,C3
__import__.location_loc_GC20D2,GC20D2,03,__import__.location_family_G,bin,G,C,2,0,D2
__import__.location_loc_GC21B1,GC21B1,52,__import__.location_family_G,bin,G,C,2,1,B1
__import__.location_loc_GC26C1,GC26C1,37,__import__.location_family_G,bin,G,C,2,6,C1
__import__.location_loc_GBP411,GBP411,19,__import__.location_family_G,bin,G,B,P,4,11
__import__.location_loc_GI13B1,GI13B1,01,__import__.location_family_G,bin,G,I,1,3,B1
__import__.location_loc_GE32B4,GE32B4,65,__import__.location_family_G,bin,G,E,3,2,B4
__import__.location_loc_GF13E6,GF13E6,64,__import__.location_family_G,bin,G,F,1,3,E6
__import__.location_loc_AA05A3,AA05A3,02,__import__.location_family_A,bin,A,A,05,A,3
__import__.location_loc_GAA210,GAA210,33,__import__.location_family_G,bin,G,A,A,2,10
__import__.location_loc_GD06D4,GD06D4,76,__import__.location_family_G,bin,G,D,0,6,D4
__import__.location_loc_GF32A4,GF32A4,91,__import__.location_family_G,bin,G,F,3,2,A4
__import__.location_loc_GGB306,GGB306,25,__import__.location_family_G,bin,G,G,B,3,06
__import__.location_loc_GBL203,GBL203,01,__import__.location_family_G,bin,G,B,L,2,03
