id,location_id/id,product_qty,product_id/id,prod_lot_id/id
__import__.stock_inventory_line_6L1E_2691723,__import__.location_loc_QF06C1,59,__import__.product_2691723,__import__.stock_production_lot_6L1E_2691723
__import__.stock_inventory_line_6L7S_5120020,__import__.location_loc_GBA105,31,__import__.product_5120020,__import__.stock_production_lot_6L7S_5120020
__import__.stock_inventory_line_6MME_1013465,__import__.location_loc_QA01A1,154,__import__.product_1013465,__import__.stock_production_lot_6MME_1013465
__import__.stock_inventory_line_6M1RA_2430205,__import__.location_loc_GF14C3,85,__import__.product_2430205,__import__.stock_production_lot_6M1RA_2430205
__import__.stock_inventory_line_6070669_1635598,__import__.location_loc_GGL403,17,__import__.product_1635598,__import__.stock_production_lot_6070669_1635598
__import__.stock_inventory_line_6071107_1635598,__import__.location_loc_GGL403,36,__import__.product_1635598,__import__.stock_production_lot_6071107_1635598
__import__.stock_inventory_line_615332_5438016,__import__.location_loc_GD06B2,1,__import__.product_5438016,__import__.stock_production_lot_615332_5438016
__import__.stock_inventory_line_615723_5438016,__import__.location_loc_GD06B2,8,__import__.product_5438016,__import__.stock_production_lot_615723_5438016
__import__.stock_inventory_line_617602_3434453,__import__.location_loc_GGR505,13,__import__.product_3434453,__import__.stock_production_lot_617602_3434453
__import__.stock_inventory_line_644F7AB_3433968,__import__.location_loc_GK09B4,53,__import__.product_3433968,__import__.stock_production_lot_644F7AB_3433968
__import__.stock_inventory_line_67VT_2410959,__import__.location_loc_GBX409,72,__import__.product_2410959,__import__.stock_production_lot_67VT_2410959
__import__.stock_inventory_line_671107_1635598,__import__.location_loc_GGL403,90,__import__.product_1635598,__import__.stock_production_lot_671107_1635598
__import__.stock_inventory_line_6790217_2730984,__import__.location_loc_GE23D7,211,__import__.product_2730984,__import__.stock_production_lot_6790217_2730984
__import__.stock_inventory_line_68SB_3427317,__import__.location_loc_GBV104,35,__import__.product_3427317,__import__.stock_production_lot_68SB_3427317
__import__.stock_inventory_line_698338003_1290204,__import__.location_loc_GGD305,1,__import__.product_1290204,__import__.stock_production_lot_698338003_1290204
__import__.stock_inventory_line_7C1219E_6969759,__import__.location_loc_GF14E5,192,__import__.product_6969759,__import__.stock_production_lot_7C1219E_6969759
__import__.stock_inventory_line_7C1239B_6867740,__import__.location_loc_GD04C3,124,__import__.product_6867740,__import__.stock_production_lot_7C1239B_6867740
__import__.stock_inventory_line_7C1867E_6868231,__import__.location_loc_GD09B1,2,__import__.product_6868231,__import__.stock_production_lot_7C1867E_6868231
__import__.stock_inventory_line_7C2053S_3074440,__import__.location_loc_GGS104,109,__import__.product_3074440,__import__.stock_production_lot_7C2053S_3074440
__import__.stock_inventory_line_7C2333K_6868231,__import__.location_loc_GD09B1,851,__import__.product_6868231,__import__.stock_production_lot_7C2333K_6868231
__import__.stock_inventory_line_7C46A1_6895133,__import__.location_loc_GD01B3,28,__import__.product_6895133,__import__.stock_production_lot_7C46A1_6895133
__import__.stock_inventory_line_7D02A1_6895133,__import__.location_loc_GD01B3,20,__import__.product_6895133,__import__.stock_production_lot_7D02A1_6895133
__import__.stock_inventory_line_7E1308A_1484054,__import__.location_loc_GBM303,45,__import__.product_1484054,__import__.stock_production_lot_7E1308A_1484054
__import__.stock_inventory_line_7E13088_8219293,__import__.location_loc_GI13B5,422,__import__.product_8219293,__import__.stock_production_lot_7E13088_8219293
__import__.stock_inventory_line_7E1537AC_1484047,__import__.location_loc_GGB208,126,__import__.product_1484047,__import__.stock_production_lot_7E1537AC_1484047
__import__.stock_inventory_line_7E2370A_1484054,__import__.location_loc_GBM303,90,__import__.product_1484054,__import__.stock_production_lot_7E2370A_1484054
__import__.stock_inventory_line_7F21541_2941086,__import__.location_loc_GC32A2,22,__import__.product_2941086,__import__.stock_production_lot_7F21541_2941086
__import__.stock_inventory_line_7F27021_3086147,__import__.location_loc_GC08C2,27,__import__.product_3086147,__import__.stock_production_lot_7F27021_3086147
__import__.stock_inventory_line_7F33091_3086147,__import__.location_loc_GC08C2,210,__import__.product_3086147,__import__.stock_production_lot_7F33091_3086147
__import__.stock_inventory_line_7G02088_8219293,__import__.location_loc_GI13B5,298,__import__.product_8219293,__import__.stock_production_lot_7G02088_8219293
__import__.stock_inventory_line_701340252_8007378,__import__.location_loc_GK10B5,198,__import__.product_8007378,__import__.stock_production_lot_701340252_8007378
__import__.stock_inventory_line_701442253_8007378,__import__.location_loc_GK10B5,73,__import__.product_8007378,__import__.stock_production_lot_701442253_8007378
__import__.stock_inventory_line_712290A_2604965,__import__.location_loc_GD01D4,9,__import__.product_2604965,__import__.stock_production_lot_712290A_2604965
__import__.stock_inventory_line_718560B_2249621,__import__.location_loc_GC31C6,34,__import__.product_2249621,__import__.stock_production_lot_718560B_2249621
__import__.stock_inventory_line_724702_5270120,__import__.location_loc_GGR201,137,__import__.product_5270120,__import__.stock_production_lot_724702_5270120
__import__.stock_inventory_line_727701_3031986,__import__.location_loc_GD26B5,45,__import__.product_3031986,__import__.stock_production_lot_727701_3031986
__import__.stock_inventory_line_729790H_2604965,__import__.location_loc_GD01D4,272,__import__.product_2604965,__import__.stock_production_lot_729790H_2604965
__import__.stock_inventory_line_7311X_5315522,__import__.location_loc_GGD206,1,__import__.product_5315522,__import__.stock_production_lot_7311X_5315522
__import__.stock_inventory_line_7321AB0_8069250,__import__.location_loc_QE12D3,31,__import__.product_8069250,__import__.stock_production_lot_7321AB0_8069250
__import__.stock_inventory_line_73501005_0045666,__import__.location_loc_GBX111,72,__import__.product_0045666,__import__.stock_production_lot_73501005_0045666
__import__.stock_inventory_line_739351B_2281046,__import__.location_loc_GF12B1,103,__import__.product_2281046,__import__.stock_production_lot_739351B_2281046
__import__.stock_inventory_line_740260A_2518835,__import__.location_loc_GF09C2,21,__import__.product_2518835,__import__.stock_production_lot_740260A_2518835
__import__.stock_inventory_line_7411_7915000,__import__.location_loc_GGE308,317,__import__.product_7915000,__import__.stock_production_lot_7411_7915000
__import__.stock_inventory_line_749092_2655116,__import__.location_loc_GBX115,75,__import__.product_2655116,__import__.stock_production_lot_749092_2655116
__import__.stock_inventory_line_754031_3032885,__import__.location_loc_GF26E5,1,__import__.product_3032885,__import__.stock_production_lot_754031_3032885
__import__.stock_inventory_line_754106_3032885,__import__.location_loc_GF26E5,24,__import__.product_3032885,__import__.stock_production_lot_754106_3032885
__import__.stock_inventory_line_756994_1331313,__import__.location_loc_GBP307,18,__import__.product_1331313,__import__.stock_production_lot_756994_1331313
__import__.stock_inventory_line_758838_1331313,__import__.location_loc_GBP307,521,__import__.product_1331313,__import__.stock_production_lot_758838_1331313
__import__.stock_inventory_line_76948503_0843136,__import__.location_loc_GBD507,100,__import__.product_0843136,__import__.stock_production_lot_76948503_0843136
__import__.stock_inventory_line_76962502_1322031,__import__.location_loc_QA01C3,78,__import__.product_1322031,__import__.stock_production_lot_76962502_1322031
__import__.stock_inventory_line_798938004_1290204,__import__.location_loc_GGD305,1,__import__.product_1290204,__import__.stock_production_lot_798938004_1290204
__import__.stock_inventory_line_7993380011_1290204,__import__.location_loc_GGD305,12,__import__.product_1290204,__import__.stock_production_lot_7993380011_1290204
__import__.stock_inventory_line_799501009_0391383,__import__.location_loc_GF27D4,32,__import__.product_0391383,__import__.stock_production_lot_799501009_0391383
__import__.stock_inventory_line_95255_2954444,__import__.location_loc_GBM407,15,__import__.product_2954444,__import__.stock_production_lot_95255_2954444
__import__.stock_inventory_line_97134_2314425,__import__.location_loc_GGE404,123,__import__.product_2314425,__import__.stock_production_lot_97134_2314425
__import__.stock_inventory_line_98327_2879526,__import__.location_loc_GBP115,165,__import__.product_2879526,__import__.stock_production_lot_98327_2879526
