id,width,depth,length,default_code
__import__.product_0868539,5.80,1.90,9.30,0868539
__import__.product_0868687,0,0,0,0868687
__import__.product_0868745,0,0,0,0868745
__import__.product_0869032,0,0,0,0869032
__import__.product_0869131,0,0,0,0869131
__import__.product_0869339,0,0,0,0869339
__import__.product_0870295,0,0,0,0870295
__import__.product_0870329,0,0,0,0870329
__import__.product_0870337,0,0,0,0870337
__import__.product_0877019,0,0,0,0877019
__import__.product_0877357,0,0,0,0877357
__import__.product_0877902,3.20,6.80,3.20,0877902
__import__.product_0877910,0,0,0,0877910
__import__.product_0877944,0,0,0,0877944
__import__.product_0877969,3.60,15.70,3.60,0877969
__import__.product_0878066,0,0,0,0878066
__import__.product_0880070,0,0,0,0880070
__import__.product_0880633,0,0,0,0880633
__import__.product_0881094,0,0,0,0881094
__import__.product_0882852,0,0,0,0882852
__import__.product_0882977,0,0,0,0882977
__import__.product_0882985,0,0,0,0882985
__import__.product_0883975,0,0,0,0883975
__import__.product_0883991,0,0,0,0883991
__import__.product_0884023,0,0,0,0884023
__import__.product_0884064,0,0,0,0884064
__import__.product_0884122,0,0,0,0884122
__import__.product_0884148,0,0,0,0884148
__import__.product_0884774,0,0,0,0884774
__import__.product_0885258,0,0,0,0885258
__import__.product_0888503,0,0,0,0888503
__import__.product_0888735,0,0,0,0888735
__import__.product_0888743,0,0,0,0888743
__import__.product_0888990,0,0,0,0888990
__import__.product_0889006,0,0,0,0889006
__import__.product_0890947,0,0,0,0890947
__import__.product_0891283,0,0,0,0891283
__import__.product_0891424,0,0,0,0891424
__import__.product_0891721,0,0,0,0891721
__import__.product_0891887,0,0,0,0891887
__import__.product_0892216,0,0,0,0892216
__import__.product_0892315,0,0,0,0892315
__import__.product_0894162,0,0,0,0894162
__import__.product_0894741,4.50,2.00,20.00,0894741
__import__.product_0894956,0,0,0,0894956
__import__.product_0894980,0,0,0,0894980
__import__.product_0895565,0,0,0,0895565
__import__.product_0895888,0,0,0,0895888
__import__.product_0897058,6.60,1.60,7.40,0897058
__import__.product_0897074,0,0,0,0897074
__import__.product_0897405,0,0,0,0897405
__import__.product_0907501,0,0,0,0907501
__import__.product_0909120,0,0,0,0909120
__import__.product_0935352,0,0,0,0935352
__import__.product_0961841,0,0,0,0961841
__import__.product_0980171,0,0,0,0980171
__import__.product_0981131,0,0,0,0981131
__import__.product_0981941,12.20,6.70,13.80,0981941
__import__.product_0986341,0,0,0,0986341
__import__.product_0986351,0,0,0,0986351
__import__.product_0986361,0,0,0,0986361
__import__.product_0989898,0,0,0,0989898
